Time,Degree,Velocity,Electromagnet_Clutch_1,Electromagnet_Clutch_2,Electromagnet_Clutch_3,Electromagnet_Clutch_4
1061.25,-0.18,-0.17,0,1,0,0,1061.249023
1070.57,-0.36,-19.31,0,1,0,0,1070.572021
1076.66,-0.54,-29.59,0,1,0,0,1076.655029
1081.61,-0.72,-36.33,0,1,0,0,1081.610962
1085.89,-0.90,-42.05,0,1,0,0,1085.891968
1089.94,-1.08,-44.47,0,1,0,0,1089.939941
1093.66,-1.26,-48.39,0,1,0,0,1093.660034
1097.19,-1.44,-50.99,0,1,0,0,1097.189941
1100.64,-1.62,-52.17,0,1,0,0,1100.640015
1103.97,-1.80,-54.05,0,1,0,0,1103.969971
1107.20,-1.98,-55.69,0,1,0,0,1107.202026
1110.42,-2.16,-56.00,0,1,0,0,1110.416992
1113.59,-2.34,-56.73,0,1,0,0,1113.589966
1116.69,-2.52,-57.97,0,1,0,0,1116.694946
1119.75,-2.70,-58.94,0,1,0,0,1119.749023
1122.82,-2.88,-58.69,0,1,0,0,1122.816040
1125.84,-3.06,-59.52,0,1,0,0,1125.839966
1128.80,-3.24,-60.87,0,1,0,0,1128.796997
1131.76,-3.42,-60.85,0,1,0,0,1131.755981
1134.67,-3.60,-61.79,0,1,0,0,1134.667969
1137.54,-3.78,-62.74,0,1,0,0,1137.537964
1140.52,-3.96,-60.34,0,1,0,0,1140.520996
1143.42,-4.14,-62.00,0,1,0,0,1143.423950
1146.31,-4.32,-62.46,0,1,0,0,1146.307007
1149.22,-4.50,-61.88,0,1,0,0,1149.215942
1152.09,-4.68,-62.52,0,1,0,0,1152.094971
1154.97,-4.86,-62.61,0,1,0,0,1154.969971
1157.84,-5.04,-62.81,0,1,0,0,1157.836060
1160.75,-5.22,-61.71,0,1,0,0,1160.753052
1163.56,-5.40,-64.06,0,1,0,0,1163.562988
1166.39,-5.58,-63.67,0,1,0,0,1166.390991
1169.22,-5.76,-63.51,0,1,0,0,1169.223999
1172.08,-5.94,-63.09,0,1,0,0,1172.077026
1174.89,-6.12,-63.97,0,1,0,0,1174.890991
1177.70,-6.30,-64.08,0,1,0,0,1177.699951
1180.47,-6.48,-64.89,0,1,0,0,1180.473999
1183.26,-6.66,-64.59,0,1,0,0,1183.260986
1186.00,-6.84,-65.72,0,1,0,0,1186.000977
1188.76,-7.02,-65.29,0,1,0,0,1188.758057
1191.45,-7.20,-66.86,0,1,0,0,1191.451050
1194.16,-7.38,-66.37,0,1,0,0,1194.162964
1196.86,-7.56,-66.82,0,1,0,0,1196.857056
1199.54,-7.74,-67.11,0,1,0,0,1199.538940
1202.21,-7.92,-67.42,0,1,0,0,1202.208984
1204.88,-8.10,-67.47,0,1,0,0,1204.876953
1207.49,-8.28,-68.81,0,1,0,0,1207.493042
1210.10,-8.46,-69.15,0,1,0,0,1210.095947
1212.67,-8.64,-69.90,0,1,0,0,1212.671021
1215.26,-8.82,-69.50,0,1,0,0,1215.261963
1217.81,-9.00,-70.64,0,1,0,0,1217.810059
1220.36,-9.18,-70.53,0,1,0,0,1220.363037
1222.90,-9.36,-71.03,0,1,0,0,1222.897949
1225.41,-9.54,-71.54,0,1,0,0,1225.412964
1227.93,-9.72,-71.57,0,1,0,0,1227.927979
1230.42,-9.90,-72.23,0,1,0,0,1230.420044
1232.90,-10.08,-72.58,0,1,0,0,1232.901001
1235.35,-10.26,-73.38,0,1,0,0,1235.354004
1237.79,-10.44,-73.95,0,1,0,0,1237.787964
1240.18,-10.62,-75.22,0,1,0,0,1240.181030
1242.52,-10.80,-76.92,0,1,0,0,1242.520996
1244.88,-10.98,-76.47,0,1,0,0,1244.875000
1247.22,-11.16,-76.82,0,1,0,0,1247.218018
1249.52,-11.34,-78.06,0,1,0,0,1249.524048
1251.82,-11.52,-78.33,0,1,0,0,1251.822998
1254.10,-11.70,-79.19,0,1,0,0,1254.095947
1256.38,-11.88,-78.84,0,1,0,0,1256.379028
1258.62,-12.06,-80.18,0,1,0,0,1258.624023
1260.86,-12.24,-80.54,0,1,0,0,1260.859009
1263.07,-12.42,-81.56,0,1,0,0,1263.067017
1265.25,-12.60,-82.34,0,1,0,0,1265.253052
1267.44,-12.78,-82.38,0,1,0,0,1267.437988
1269.60,-12.96,-83.37,0,1,0,0,1269.597046
1271.75,-13.14,-83.49,0,1,0,0,1271.754028
1273.88,-13.32,-84.59,0,1,0,0,1273.880981
1276.02,-13.50,-84.23,0,1,0,0,1276.017944
1278.14,-13.68,-84.75,0,1,0,0,1278.141968
1280.28,-13.86,-84.23,0,1,0,0,1280.279053
1282.40,-14.04,-84.99,0,1,0,0,1282.396973
1284.51,-14.22,-85.39,0,1,0,0,1284.505005
1286.64,-14.40,-84.31,0,1,0,0,1286.640015
1288.76,-14.58,-85.03,0,1,0,0,1288.756958
1290.88,-14.76,-84.95,0,1,0,0,1290.875977
1292.97,-14.94,-85.80,0,1,0,0,1292.973999
1295.08,-15.12,-85.43,0,1,0,0,1295.082031
1297.19,-15.30,-85.19,0,1,0,0,1297.193970
1299.33,-15.48,-84.27,0,1,0,0,1299.329956
1301.43,-15.66,-85.55,0,1,0,0,1301.433960
1303.56,-15.84,-84.51,0,1,0,0,1303.563965
1305.71,-16.02,-83.84,0,1,0,0,1305.711060
1307.85,-16.20,-84.19,0,1,0,0,1307.848999
1310.02,-16.38,-82.83,0,1,0,0,1310.021973
1312.18,-16.56,-83.45,0,1,0,0,1312.178955
1314.36,-16.74,-82.34,0,1,0,0,1314.364990
1316.53,-16.92,-83.06,0,1,0,0,1316.531982
1318.70,-17.10,-82.83,0,1,0,0,1318.704956
1320.91,-17.28,-81.78,0,1,0,0,1320.906006
1323.07,-17.46,-83.22,0,1,0,0,1323.069946
1325.36,-17.64,-78.71,0,1,0,0,1325.357056
1327.59,-17.82,-80.50,0,1,0,0,1327.593018
1329.84,-18.00,-80.21,0,1,0,0,1329.837036
1332.10,-18.18,-79.37,0,1,0,0,1332.104980
1334.40,-18.36,-78.50,0,1,0,0,1334.397949
1336.70,-18.54,-78.06,0,1,0,0,1336.703979
1339.02,-18.72,-77.85,0,1,0,0,1339.016968
1341.35,-18.90,-77.09,0,1,0,0,1341.350952
1343.69,-19.08,-77.09,0,1,0,0,1343.686035
1346.02,-19.26,-77.05,0,1,0,0,1346.021973
1348.39,-19.44,-75.89,0,1,0,0,1348.394043
1350.77,-19.62,-75.82,0,1,0,0,1350.767944
1353.11,-19.80,-76.86,0,1,0,0,1353.109985
1355.52,-19.98,-74.69,0,1,0,0,1355.520020
1357.91,-20.16,-75.28,0,1,0,0,1357.911011
1360.32,-20.34,-74.75,0,1,0,0,1360.318970
1362.75,-20.52,-73.98,0,1,0,0,1362.751953
1365.16,-20.70,-74.84,0,1,0,0,1365.156982
1367.60,-20.88,-73.80,0,1,0,0,1367.595947
1370.04,-21.06,-73.77,0,1,0,0,1370.036011
1372.47,-21.24,-73.92,0,1,0,0,1372.470947
1374.92,-21.42,-73.56,0,1,0,0,1374.917969
1377.36,-21.60,-73.71,0,1,0,0,1377.359985
1379.79,-21.78,-74.20,0,1,0,0,1379.786011
1382.22,-21.96,-73.89,0,1,0,0,1382.222046
1384.66,-22.14,-73.74,0,1,0,0,1384.662964
1387.10,-22.32,-73.74,0,1,0,0,1387.104004
1389.56,-22.50,-73.17,0,1,0,0,1389.564941
1392.02,-22.68,-73.26,0,1,0,0,1392.021973
1394.47,-22.86,-73.50,0,1,0,0,1394.470947
1396.94,-23.04,-72.79,0,1,0,0,1396.943970
1399.40,-23.22,-73.41,0,1,0,0,1399.395996
1401.85,-23.40,-73.32,0,1,0,0,1401.852051
1404.29,-23.58,-73.83,0,1,0,0,1404.290039
1406.71,-23.76,-74.23,0,1,0,0,1406.714966
1409.16,-23.94,-73.71,0,1,0,0,1409.156982
1411.57,-24.12,-74.57,0,1,0,0,1411.572021
1413.98,-24.30,-74.78,0,1,0,0,1413.978027
1416.38,-24.48,-75.03,0,1,0,0,1416.376953
1418.77,-24.66,-75.16,0,1,0,0,1418.771973
1421.16,-24.84,-75.54,0,1,0,0,1421.155029
1423.52,-25.02,-76.17,0,1,0,0,1423.517944
1425.82,-25.20,-78.02,0,1,0,0,1425.824951
1428.21,-25.38,-75.35,0,1,0,0,1428.213989
1430.56,-25.56,-76.89,0,1,0,0,1430.555054
1432.87,-25.74,-77.72,0,1,0,0,1432.870972
1435.19,-25.92,-77.49,0,1,0,0,1435.193970
1437.50,-26.10,-78.06,0,1,0,0,1437.500000
1439.80,-26.28,-78.19,0,1,0,0,1439.802002
1442.10,-26.46,-78.43,0,1,0,0,1442.097046
1444.38,-26.64,-78.91,0,1,0,0,1444.378052
1446.66,-26.82,-78.77,0,1,0,0,1446.662964
1448.93,-27.00,-79.47,0,1,0,0,1448.927979
1451.19,-27.18,-79.40,0,1,0,0,1451.194946
1453.47,-27.36,-78.95,0,1,0,0,1453.474976
1455.74,-27.54,-79.37,0,1,0,0,1455.743042
1458.02,-27.72,-79.05,0,1,0,0,1458.020020
1460.30,-27.90,-78.88,0,1,0,0,1460.302002
1462.61,-28.08,-78.06,0,1,0,0,1462.608032
1464.93,-28.26,-77.59,0,1,0,0,1464.927979
1467.24,-28.44,-77.69,0,1,0,0,1467.244995
1469.59,-28.62,-76.60,0,1,0,0,1469.594971
1471.96,-28.80,-76.01,0,1,0,0,1471.963013
1474.30,-28.98,-77.05,0,1,0,0,1474.298950
1476.76,-29.16,-73.05,0,1,0,0,1476.762939
1479.21,-29.34,-73.53,0,1,0,0,1479.211060
1481.69,-29.52,-72.70,0,1,0,0,1481.687012
1484.18,-29.70,-72.09,0,1,0,0,1484.183960
1486.69,-29.88,-71.83,0,1,0,0,1486.689941
1489.20,-30.06,-71.68,0,1,0,0,1489.201050
1491.67,-30.24,-72.85,0,1,0,0,1491.671997
1494.10,-30.42,-74.04,0,1,0,0,1494.103027
1496.49,-30.60,-75.41,0,1,0,0,1496.490967
1498.82,-30.78,-77.09,0,1,0,0,1498.824951
1501.11,-30.96,-78.84,0,1,0,0,1501.108032
1503.33,-31.14,-80.97,0,1,0,0,1503.331055
1505.52,-31.32,-82.27,0,1,0,0,1505.519043
1507.64,-31.50,-84.99,0,1,0,0,1507.636963
1509.72,-31.68,-86.25,0,1,0,0,1509.723999
1511.77,-31.86,-88.06,0,1,0,0,1511.767944
1513.78,-32.04,-89.69,0,1,0,0,1513.775024
1515.75,-32.22,-91.28,0,1,0,0,1515.746948
1517.70,-32.40,-92.07,0,1,0,0,1517.702026
1519.63,-32.58,-93.36,0,1,0,0,1519.630005
1521.55,-32.76,-93.99,0,1,0,0,1521.545044
1523.43,-32.94,-95.34,0,1,0,0,1523.433960
1525.30,-33.12,-96.26,0,1,0,0,1525.303955
1527.16,-33.30,-96.77,0,1,0,0,1527.163940
1529.00,-33.48,-97.83,0,1,0,0,1529.004028
1530.84,-33.66,-98.04,0,1,0,0,1530.839966
1532.60,-33.84,-102.27,0,1,0,0,1532.600952
1534.45,-34.02,-97.56,0,1,0,0,1534.446045
1536.23,-34.20,-100.61,0,1,0,0,1536.234985
1538.01,-34.38,-101.29,0,1,0,0,1538.011963
1539.78,-34.56,-102.04,0,1,0,0,1539.776001
1541.53,-34.74,-102.80,0,1,0,0,1541.526978
1543.27,-34.92,-103.21,0,1,0,0,1543.270996
1545.00,-35.10,-104.17,0,1,0,0,1544.999023
1546.72,-35.28,-104.35,0,1,0,0,1546.723999
1548.43,-35.46,-105.76,0,1,0,0,1548.426025
1550.13,-35.64,-105.88,0,1,0,0,1550.125977
1551.81,-35.82,-106.95,0,1,0,0,1551.808960
1553.49,-36.00,-107.33,0,1,0,0,1553.485962
1555.15,-36.18,-108.11,0,1,0,0,1555.151001
1556.81,-36.36,-108.30,0,1,0,0,1556.812988
1558.46,-36.54,-109.22,0,1,0,0,1558.462036
1560.12,-36.72,-108.56,0,1,0,0,1560.119995
1561.76,-36.90,-109.89,0,1,0,0,1561.758057
1563.41,-37.08,-109.09,0,1,0,0,1563.407959
1565.05,-37.26,-109.36,0,1,0,0,1565.053955
1566.70,-37.44,-109.42,0,1,0,0,1566.698975
1568.35,-37.62,-109.29,0,1,0,0,1568.345947
1569.96,-37.80,-111.25,0,1,0,0,1569.963989
1571.62,-37.98,-108.63,0,1,0,0,1571.621948
1573.34,-38.16,-104.77,0,1,0,0,1573.338989
1574.97,-38.34,-110.02,0,1,0,0,1574.974976
1576.72,-38.52,-103.39,0,1,0,0,1576.715942
1578.37,-38.70,-108.70,0,1,0,0,1578.371948
1580.13,-38.88,-102.51,0,1,0,0,1580.128052
1581.81,-39.06,-106.76,0,1,0,0,1581.813965
1583.60,-39.24,-100.67,0,1,0,0,1583.602051
1585.32,-39.42,-104.96,0,1,0,0,1585.317017
1587.13,-39.60,-99.06,0,1,0,0,1587.134033
1588.88,-39.78,-103.27,0,1,0,0,1588.876953
1590.73,-39.96,-97.30,0,1,0,0,1590.727051
1592.50,-40.14,-101.41,0,1,0,0,1592.503052
1594.34,-40.32,-97.77,0,1,0,0,1594.343994
1596.20,-40.50,-96.77,0,1,0,0,1596.203979
1598.13,-40.68,-93.41,0,1,0,0,1598.130981
1600.02,-40.86,-95.24,0,1,0,0,1600.020996
1601.94,-41.04,-93.65,0,1,0,0,1601.942993
1603.83,-41.22,-95.49,0,1,0,0,1603.828003
1605.84,-41.40,-89.42,0,1,0,0,1605.842041
1607.83,-41.58,-90.59,0,1,0,0,1607.828979
1609.83,-41.76,-89.78,0,1,0,0,1609.833984
1611.87,-41.94,-88.41,0,1,0,0,1611.869995
1613.94,-42.12,-87.04,0,1,0,0,1613.938965
1616.02,-42.30,-86.50,0,1,0,0,1616.020996
1618.15,-42.48,-84.71,0,1,0,0,1618.145020
1620.29,-42.66,-84.11,0,1,0,0,1620.285034
1622.46,-42.84,-82.80,0,1,0,0,1622.458984
1624.67,-43.02,-81.63,0,1,0,0,1624.665039
1626.90,-43.20,-80.39,0,1,0,0,1626.904053
1629.17,-43.38,-79.40,0,1,0,0,1629.171997
1631.46,-43.56,-78.57,0,1,0,0,1631.463013
1633.74,-43.74,-79.16,0,1,0,0,1633.738037
1636.00,-43.92,-79.61,0,1,0,0,1635.998047
1638.22,-44.10,-80.97,0,1,0,0,1638.220947
1640.37,-44.28,-83.72,0,1,0,0,1640.370972
1642.48,-44.46,-85.27,0,1,0,0,1642.482056
1644.54,-44.64,-87.42,0,1,0,0,1644.541016
1646.55,-44.82,-89.73,0,1,0,0,1646.547974
1648.50,-45.00,-92.12,0,1,0,0,1648.501953
1650.42,-45.18,-93.65,0,1,0,0,1650.423950
1652.31,-45.36,-95.64,0,1,0,0,1652.306030
1654.16,-45.54,-97.14,0,1,0,0,1654.159058
1655.98,-45.72,-98.79,0,1,0,0,1655.980957
1657.78,-45.90,-100.17,0,1,0,0,1657.777954
1659.56,-46.08,-101.24,0,1,0,0,1659.557007
1661.31,-46.26,-102.80,0,1,0,0,1661.307007
1663.06,-46.44,-102.45,0,1,0,0,1663.063965
1664.77,-46.62,-105.32,0,1,0,0,1664.772949
1666.49,-46.80,-104.83,0,1,0,0,1666.489990
1668.20,-46.98,-105.26,0,1,0,0,1668.199951
1669.90,-47.16,-105.70,0,1,0,0,1669.902954
1671.60,-47.34,-105.82,0,1,0,0,1671.604004
1673.31,-47.52,-105.82,0,1,0,0,1673.305054
1675.00,-47.70,-106.32,0,1,0,0,1674.998047
1676.69,-47.88,-106.07,0,1,0,0,1676.694946
1678.39,-48.06,-106.38,0,1,0,0,1678.386963
1680.08,-48.24,-106.32,0,1,0,0,1680.079956
1681.78,-48.42,-106.01,0,1,0,0,1681.777954
1683.47,-48.60,-106.32,0,1,0,0,1683.470947
1685.18,-48.78,-105.57,0,1,0,0,1685.176025
1686.89,-48.96,-105.14,0,1,0,0,1686.887939
1688.60,-49.14,-105.20,0,1,0,0,1688.598999
1690.33,-49.32,-104.11,0,1,0,0,1690.328003
1692.06,-49.50,-103.99,0,1,0,0,1692.058960
1693.80,-49.68,-103.21,0,1,0,0,1693.802979
1695.56,-49.86,-102.45,0,1,0,0,1695.560059
1697.33,-50.04,-101.64,0,1,0,0,1697.331055
1699.12,-50.22,-100.84,0,1,0,0,1699.115967
1700.92,-50.40,-99.89,0,1,0,0,1700.917969
1702.73,-50.58,-99.45,0,1,0,0,1702.728027
1704.56,-50.76,-98.58,0,1,0,0,1704.555054
1706.39,-50.94,-98.25,0,1,0,0,1706.386963
1708.22,-51.12,-98.41,0,1,0,0,1708.215942
1710.15,-51.30,-93.31,0,1,0,0,1710.145996
1712.04,-51.48,-94.99,0,1,0,0,1712.041016
1713.96,-51.66,-93.85,0,1,0,0,1713.958984
1715.90,-51.84,-92.83,0,1,0,0,1715.897949
1717.85,-52.02,-91.98,0,1,0,0,1717.854980
1719.83,-52.20,-91.14,0,1,0,0,1719.829956
1721.83,-52.38,-89.87,0,1,0,0,1721.833008
1723.85,-52.56,-89.15,0,1,0,0,1723.852051
1725.89,-52.74,-88.32,0,1,0,0,1725.890015
1727.96,-52.92,-86.91,0,1,0,0,1727.961060
1730.05,-53.10,-86.08,0,1,0,0,1730.052002
1732.17,-53.28,-85.07,0,1,0,0,1732.167969
1734.30,-53.46,-84.35,0,1,0,0,1734.302979
1736.47,-53.64,-83.14,0,1,0,0,1736.467041
1738.64,-53.82,-82.99,0,1,0,0,1738.635986
1740.82,-54.00,-82.27,0,1,0,0,1740.823975
1743.03,-54.18,-81.56,0,1,0,0,1743.031006
1745.25,-54.36,-81.12,0,1,0,0,1745.250000
1747.48,-54.54,-80.79,0,1,0,0,1747.478027
1749.71,-54.72,-80.46,0,1,0,0,1749.714966
1751.96,-54.90,-80.07,0,1,0,0,1751.963013
1754.20,-55.08,-80.36,0,1,0,0,1754.203003
1756.44,-55.26,-80.43,0,1,0,0,1756.441040
1758.68,-55.44,-80.50,0,1,0,0,1758.677002
1760.91,-55.62,-80.72,0,1,0,0,1760.906982
1763.12,-55.80,-81.30,0,1,0,0,1763.120972
1765.32,-55.98,-81.71,0,1,0,0,1765.323975
1767.52,-56.16,-81.97,0,1,0,0,1767.520020
1769.71,-56.34,-82.27,0,1,0,0,1769.708008
1771.88,-56.52,-82.99,0,1,0,0,1771.876953
1774.05,-56.70,-82.91,0,1,0,0,1774.048950
1776.21,-56.88,-83.41,0,1,0,0,1776.207031
1778.36,-57.06,-83.76,0,1,0,0,1778.355957
1780.50,-57.24,-83.88,0,1,0,0,1780.501953
1782.64,-57.42,-84.31,0,1,0,0,1782.637939
1784.77,-57.60,-84.35,0,1,0,0,1784.770996
1786.88,-57.78,-85.23,0,1,0,0,1786.883057
1789.01,-57.96,-84.51,0,1,0,0,1789.012939
1791.12,-58.14,-85.27,0,1,0,0,1791.124023
1793.25,-58.32,-84.51,0,1,0,0,1793.254028
1795.38,-58.50,-84.55,0,1,0,0,1795.384033
1797.53,-58.68,-84.03,0,1,0,0,1797.526001
1799.67,-58.86,-84.07,0,1,0,0,1799.666992
1801.81,-59.04,-83.84,0,1,0,0,1801.813965
1803.97,-59.22,-83.37,0,1,0,0,1803.973022
1806.14,-59.40,-83.14,0,1,0,0,1806.137939
1808.32,-59.58,-82.53,0,1,0,0,1808.318970
1810.51,-59.76,-82.23,0,1,0,0,1810.508057
1812.67,-59.94,-83.26,0,1,0,0,1812.670044
1814.92,-60.12,-79.89,0,1,0,0,1814.922974
1817.17,-60.30,-80.29,0,1,0,0,1817.165039
1819.42,-60.48,-79.75,0,1,0,0,1819.421997
1821.71,-60.66,-78.81,0,1,0,0,1821.706055
1824.01,-60.84,-78.16,0,1,0,0,1824.009033
1826.33,-61.02,-77.59,0,1,0,0,1826.328979
1828.69,-61.20,-76.27,0,1,0,0,1828.688965
1831.07,-61.38,-75.63,0,1,0,0,1831.068970
1833.48,-61.56,-74.69,0,1,0,0,1833.479004
1835.92,-61.74,-73.77,0,1,0,0,1835.918945
1838.39,-61.92,-72.82,0,1,0,0,1838.390991
1840.89,-62.10,-72.00,0,1,0,0,1840.890991
1843.42,-62.28,-71.20,0,1,0,0,1843.418945
1845.93,-62.46,-71.68,0,1,0,0,1845.930054
1848.57,-62.64,-68.29,0,1,0,0,1848.566040
1851.17,-62.82,-69.02,0,1,0,0,1851.173950
1853.82,-63.00,-68.13,0,1,0,0,1853.816040
1856.47,-63.18,-67.82,0,1,0,0,1856.469971
1859.14,-63.36,-67.52,0,1,0,0,1859.135986
1861.82,-63.54,-67.04,0,1,0,0,1861.821045
1864.51,-63.72,-66.96,0,1,0,0,1864.509033
1867.20,-63.90,-66.77,0,1,0,0,1867.204956
1869.89,-64.08,-66.96,0,1,0,0,1869.892944
1872.62,-64.26,-65.96,0,1,0,0,1872.621948
1875.35,-64.44,-65.98,0,1,0,0,1875.349976
1878.09,-64.62,-65.79,0,1,0,0,1878.086060
1880.83,-64.80,-65.48,0,1,0,0,1880.834961
1883.60,-64.98,-65.01,0,1,0,0,1883.604980
1886.39,-65.16,-64.52,0,1,0,0,1886.394043
1889.19,-65.34,-64.49,0,1,0,0,1889.185059
1892.01,-65.52,-63.69,0,1,0,0,1892.010986
1894.87,-65.70,-63.05,0,1,0,0,1894.865967
1897.75,-65.88,-62.46,0,1,0,0,1897.749023
1900.66,-66.06,-61.75,0,1,0,0,1900.663940
1903.62,-66.24,-60.93,0,1,0,0,1903.618042
1906.62,-66.42,-60.02,0,1,0,0,1906.616943
1909.66,-66.60,-59.21,0,1,0,0,1909.656982
1912.75,-66.78,-58.16,0,1,0,0,1912.751953
1915.90,-66.96,-57.20,0,1,0,0,1915.899048
1919.10,-67.14,-56.20,0,1,0,0,1919.102051
1922.37,-67.32,-55.10,0,1,0,0,1922.369019
1925.71,-67.50,-53.84,0,1,0,0,1925.712036
1929.13,-67.68,-52.72,0,1,0,0,1929.125977
1932.62,-67.86,-51.49,0,1,0,0,1932.621948
1936.22,-68.04,-50.06,0,1,0,0,1936.218018
1939.93,-68.22,-48.50,0,1,0,0,1939.928955
1943.76,-68.40,-46.94,0,1,0,0,1943.764038
1947.72,-68.58,-45.47,0,1,0,0,1947.723022
1951.82,-68.76,-43.88,0,1,0,0,1951.824951
1956.08,-68.94,-42.27,0,1,0,0,1956.083008
1960.47,-69.12,-41.03,0,1,0,0,1960.469971
1965.01,-69.30,-39.69,0,1,0,0,1965.005005
1969.68,-69.48,-38.54,0,1,0,0,1969.675049
1974.45,-69.66,-37.67,0,1,0,0,1974.453003
1979.36,-69.84,-36.69,0,1,0,0,1979.359009
1984.35,-70.02,-36.04,0,1,0,0,1984.353027
1989.48,-70.20,-35.13,0,1,0,0,1989.477051
1994.77,-70.38,-34.00,0,1,0,0,1994.770996
2000.30,-70.20,32.54,0,1,0,0,2000.302979
3159.34,-70.02,0.16,0,1,0,0,3159.343994
3183.64,-69.84,7.41,0,1,0,0,3183.641113
3192.34,-69.66,20.69,0,1,0,0,3192.341064
3198.94,-69.48,27.28,0,1,0,0,3198.939941
3204.47,-69.30,32.53,0,1,0,0,3204.474121
3209.37,-69.12,36.79,0,1,0,0,3209.366943
3213.81,-68.94,40.55,0,1,0,0,3213.805908
3217.88,-68.76,44.24,0,1,0,0,3217.875000
3221.67,-68.58,47.49,0,1,0,0,3221.665039
3225.21,-68.40,50.73,0,1,0,0,3225.212891
3228.60,-68.22,53.21,0,1,0,0,3228.595947
3231.80,-68.04,56.11,0,1,0,0,3231.803955
3234.88,-67.86,58.61,0,1,0,0,3234.875000
3237.83,-67.68,60.85,0,1,0,0,3237.833008
3240.68,-67.50,63.29,0,1,0,0,3240.677002
3243.42,-67.32,65.74,0,1,0,0,3243.416016
3246.07,-67.14,67.90,0,1,0,0,3246.066895
3248.64,-66.96,70.09,0,1,0,0,3248.635010
3251.14,-66.78,71.97,0,1,0,0,3251.135986
3253.57,-66.60,73.92,0,1,0,0,3253.571045
3255.94,-66.42,75.95,0,1,0,0,3255.940918
3258.26,-66.24,77.75,0,1,0,0,3258.256104
3260.52,-66.06,79.54,0,1,0,0,3260.520020
3262.73,-65.88,81.34,0,1,0,0,3262.732910
3264.90,-65.70,83.26,0,1,0,0,3264.895020
3267.02,-65.52,84.87,0,1,0,0,3267.016113
3269.09,-65.34,86.66,0,1,0,0,3269.093018
3271.13,-65.16,88.19,0,1,0,0,3271.134033
3273.14,-64.98,89.69,0,1,0,0,3273.141113
3275.11,-64.80,91.28,0,1,0,0,3275.113037
3277.05,-64.62,92.88,0,1,0,0,3277.051025
3278.96,-64.44,94.39,0,1,0,0,3278.958008
3280.83,-64.26,96.00,0,1,0,0,3280.833984
3282.69,-64.08,96.98,0,1,0,0,3282.689941
3284.51,-63.90,98.74,0,1,0,0,3284.512939
